Date,Open,High,Low,Close,rsi,ema_fast,ema_slow,volatility,target
2007-09-10,6.807,6.918,6.796,6.912,6.422.665.417.035.670,6.791.991.417.248.980,67.761.363.263.859,10.502.398.291.204.000,1
2007-09-17,6.912,70.182,6.904,6.971,6.826.783.542.984.450,6.815.859.228.282.450,6.785.199.753.065.620,10.839.841.597.377.200,1
2007-09-24,6.971,7.027,6.952,6.974,6.846.292.056.006.450,683.694.466.451.146,6.793.981.159.899.780,10.829.396.586.086.200,1
2007-10-01,6.974,69.782,6.906,6.927,6.202.893.500.996.050,6.848.952.042.576.590,6.800.168.082.695.140,10.868.596.519.702.900,1
2007-10-08,6.926,7.025,6.892,6.959,6.447.672.661.682.450,6.863.625.103.566.380,6.807.555.613.732.570,1.141.099.896.532.510,1
2007-10-15,696,69.964,6.946,6.989,6.664.746.024.132.680,6.880.341.756.424.200,6.815.994.887.512.450,1.106.554.016.920.540,1
2007-10-22,6.988,7.019,6.935,7.015,684.470.374.096.474,6.898.296.188.900.970,6.825.250.939.256.060,11.092.371.277.400.400,1
2007-10-29,7.014,7.017,692,6.946,59.302.258.252.599.600,6.904.656.697.047.510,6.830.867.174.639.500,11.399.868.358.382.300,1
2007-11-05,6.947,7.043,6.934,7.024,6.499.564.675.239.900,6.920.569.137.441.170,6.839.850.096.749.290,11.576.485.854.877.200,1
2007-11-12,7.026,71.684,7.007,714,7.140.288.411.757.190,6.949.826.585.782.350,6.853.810.557.365.600,1.218.959.660.244.640,1
2007-11-19,714,7.238,6.637,7.186,7.347.621.572.434.110,6.981.316.374.344.700,6.869.261.229.116.040,17.220.372.516.391.800,1
2007-11-26,7.174,7.363,7.109,7.123,6.637.816.384.912.530,7.000.207.524.432.070,688.106.303.241.297,1.867.885.481.374.510,1
2007-12-03,7.125,72.388,7.088,7.206,7.043.093.603.177.690,7.027.646.521.174.460,6.896.176.379.742.590,18.639.658.190.575.100,1
2007-12-10,7.206,7.214,7.134,7.148,645.733.501.165.138,7.043.693.651.684.530,69.078.891.062.662,18.248.120.353.112.700,1
2007-12-17,7.148,7.253,7.113,7.246,6.922.992.440.403.290,7.070.667.831.459.930,6.923.615.194.346.840,18.095.583.136.436.300,1
2007-12-24,72.461,7.388,7.246,7.372,7.396.773.375.384.880,7.110.845.453.931.940,6.944.470.301.586.520,1.789.171.130.422.090,1
2007-12-31,7.374,7.491,7.319,7.478,7.715.462.544.404.580,7.159.799.393.407.680,6.969.285.636.396.450,18.021.148.173.225.400,1
2008-01-07,7.478,7.584,742,7.555,7.915.128.559.273.190,7.212.492.807.619.990,6.996.528.164.936.150,18.113.906.575.701.300,0
2008-01-14,7.557,7.612,7.415,7.456,706.068.767.448.636,724.496.043.327.066,7.017.898.947.962.370,18.930.653.494.141.900,1
2008-01-21,7.433,7.489,739,7.393,6.574.319.767.792.470,7.264.699.042.167.900,7.035.345.508.522.260,18.684.763.404.380.400,1
2008-01-28,7.393,7.542,7.393,753,70.501.787.862.656,7.300.072.503.212.180,7.058.352.694.172.390,184.478.649.784.823,1
2008-02-04,7.531,754,7.413,7.462,6.562.876.192.259.900,7.321.662.836.117.220,7.077.126.987.466.700,18.501.947.991.189.900,1
2008-02-11,7.461,7.506,7.402,749,666.509.158.607.609,7.344.107.791.301.590,7.096.330.383.398.480,18.107.953.145.464.100,1
2008-02-18,7.491,758,7.477,7.533,6.821.423.932.702.220,736.929.341.912.805,7.116.640.598.124.130,17.695.202.042.193.800,1
2008-02-25,7.533,7.673,7.514,7.659,7.231.032.939.600.860,740.792.096.324.431,7.141.866.616.816.030,17.643.793.863.335.300,1
2008-03-03,7.658,769,7.601,7.623,6.955.250.686.446.010,7.436.598.168.145.060,7.164.244.913.708.310,17.294.837.274.326.800,1
2008-03-10,7.621,7.804,7.595,7.797,7.459.569.068.733.790,7.484.651.745.725.720,7.193.675.382.838.150,1.761.575.953.249.890,1
2008-03-17,0.78,7.908,66,7.783,7.354.023.083.877.440,7.524.431.512.962.290,7.221.085.830.148.010,8.835.695.932.502.730,1
2008-03-24,7.783,7.929,7.747,792,7.697.367.385.384.800,7.577.173.977.900.650,7.253.593.465.955.080,8.226.793.639.562.530,0
2008-03-31,792,7.976,7.824,789,7.468.817.498.216.890,7.618.884.114.180.560,7.283.193.769.864.140,7.805.818.152.538.100,0
2008-04-07,789,8.035,7.868,7.989,7.710.415.881.155.180,7.668.232.898.956.490,7.316.021.966.614.650,7.307.751.443.107.780,0
2008-04-14,7.989,8.098,7.875,0.79,7.058.182.609.402.670,7.699.135.179.095.620,734.318.373.560.932,70.638.439.568.430.800,1
2008-04-21,0.79,805,784,7.868,683.432.821.085.501,7.721.650.488.549.540,7.367.593.794.418.180,6.776.606.637.807.610,1
2008-04-28,7.869,7.944,7.767,7.821,6.507.858.133.501.240,7.734.897.090.076.270,7.388.682.455.142.920,64.920.309.180.550.000,1
2008-05-05,782,7.939,7.816,792,6.849.271.522.799.620,7.759.577.478.066.100,7.413.394.899.089.760,6.063.891.229.540.090,1
2008-05-12,792,7.985,7.876,7.962,6.983.987.939.804.370,7.786.567.147.657.280,7.438.911.415.411.170,5.698.839.496.478.340,0
2008-05-19,7.961,8.031,7.922,7.961,6.976.339.505.410.520,7.809.824.861.302.980,7.463.194.605.392.040,5.390.242.440.132.140,0
2008-05-26,796,7.982,7.833,7.842,6.117.738.107.446.360,7.814.114.879.795.910,7.480.813.460.955.200,5.216.894.021.720.000,1
2008-06-02,7.879,8.025,7.854,801,6.729.669.379.867.810,7.840.232.895.823.120,750.542.678.835.264,4.905.845.175.122.770,0
2008-06-09,8.009,803,7.867,7.894,60.236.582.691.180.400,7.847.401.843.046.710,7.523.499.960.987.400,47.698.582.837.375.000,1
2008-06-16,7.893,7.953,784,7.899,6.042.928.565.585.620,785.428.159.730.715,754.096.507.908.101,4.528.533.420.086.720,1
2008-06-23,7.899,7.949,789,7.917,6.115.904.848.716.340,786.264.405.099.953,7.558.455.075.402.820,4.248.736.997.315.410,0
2008-06-30,7.917,0.8,7.894,7.918,61.201.857.081.370.000,7.870.024.844.199.590,7.575.178.095.151.520,40.403.805.118.599.500,0
2008-07-07,7.919,8.021,7.902,8.007,6.490.878.546.297.920,7.888.288.198.306.310,7.595.262.834.911.920,3.816.236.932.039.750,0
2008-07-14,8.006,8.017,7.907,794,6.024.245.593.083.080,7.895.183.105.198.800,7.611.297.121.660.200,3.672.507.363.196.740,0
2008-07-21,7.938,7.973,784,7.892,570.766.691.520.475,7.894.758.691.172.290,7.624.353.069.489.960,35.513.015.895.768.500,1
2008-07-28,789,7.928,785,7.881,56.345.904.588.780.800,7.892.924.199.015.990,7.636.290.136.025.310,33.729.343.437.582.900,1
2008-08-04,792,7.946,784,786,5.490.076.905.675.660,7.888.534.305.813.850,7.646.695.245.977.620,32.367.070.367.236.200,1
2008-08-11,7.815,7.983,7.795,7.924,5.840.232.183.608.180,7.893.263.065.038.670,7.659.593.141.513.540,31.507.060.378.274,1
2008-08-18,788,8.003,786,7.983,6.137.925.388.425.240,7.905.227.989.700.180,7.674.635.320.978.030,3.031.983.414.476.080,0
2008-08-25,798,8.134,794,8.114,6.702.241.718.529.260,7.933.064.257.740.160,7.695.070.887.444.170,2.940.739.170.137.270,0
2008-09-01,8.114,818,8.027,804,6.155.120.421.998.980,7.947.322.356.708.140,7.711.114.101.981.650,28.917.470.606.291.700,0
2008-09-08,8.039,8.075,7.912,7.953,5.578.544.320.673.740,7.948.079.375.813.720,7.722.364.608.866.220,28.609.635.427.508.100,0
2008-09-15,7.958,0.8,7.848,7.892,5.210.029.046.286.660,7.940.602.125.705.220,7.730.254.627.058.490,28.147.143.555.993.700,0
2008-09-22,7.892,7.978,7.885,7.936,5.443.827.835.056.210,7.939.988.508.944.520,7.739.824.179.288.330,26.828.776.104.107.200,1
2008-09-29,7.938,8.001,7.719,7.731,4.372.890.919.496.810,7.912.123.374.418.590,773.941.375.234.469,2.817.849.449.441.520,1
2008-10-06,7.729,8.068,7.705,794,53.724.107.579.981.300,7.915.840.257.829.440,774.874.334.525.889,28.742.562.362.110.600,1
2008-10-13,794,7.964,7.736,7.741,4.544.661.017.543.960,7.892.528.223.452.180,7.748.383.189.665.450,2.947.946.266.647.950,1
2008-10-20,7.746,8.186,7.695,7.958,53.804.894.610.187.600,7.901.257.793.658.560,7.758.132.808.750.780,3.103.441.969.012.170,1
2008-10-27,796,8.121,781,7.925,52.487.871.915.416.600,7.904.423.421.170.750,7.765.894.073.460.040,3.174.073.776.135.060,1
2008-11-03,7.924,8.188,7.845,8.118,58.834.371.761.364.400,7.932.900.298.347.980,7.782.271.093.299.110,3.179.081.325.329.200,1
2008-11-10,8.118,866,8.108,8.538,6.864.872.462.105.120,8.013.580.258.568.250,7.817.421.275.006.130,3.268.590.574.802.490,1
2008-11-17,8.538,8.565,8.338,8.467,657.931.006.663.261,8.074.036.224.092.480,7.847.634.238.959.330,32.520.705.787.142.400,1
2008-11-24,8.463,8.562,8.231,8.256,5.806.313.108.525.170,8.098.298.060.880.150,7.866.627.995.286.800,3.383.328.667.200.080,1
2008-12-01,8.254,872,8.242,8.656,6.617.615.303.353.250,8.172.658.319.429.460,7.903.342.972.250.210,33.909.253.630.285.400,1
2008-12-08,866,8.989,8.578,8.966,708.782.399.609.447,8.278.437.210.172.200,7.952.768.880.517.640,33.672.767.697.880.500,0
2008-12-15,8.966,9.549,889,9.335,7.528.291.832.688.200,8.419.312.248.815.910,8.017.058.700.028.450,35.074.071.905.498.200,0
2008-12-22,9.338,9.622,9.331,9.616,7.801.049.335.163.400,8.578.870.615.640.450,8.091.428.062.817.820,3.377.862.785.307.030,0
2008-12-29,9.614,9.797,9.438,9.608,7.774.744.596.336.990,8.716.087.866.888.390,8.161.966.292.454.200,34.060.892.044.253.400,0
2009-01-05,9.604,9.633,8.842,8.897,58.777.820.869.912.200,874.020.948.463.661,8.196.153.906.758.660,4.050.596.236.207.570,0
2009-01-12,8.894,9.119,8.849,8.976,59.947.179.943.884.200,8.771.648.220.018.390,8.232.425.818.072.210,39.430.227.533.422.700,1
2009-01-19,8.975,0.95,8.964,9.471,6.638.218.904.576.500,8.864.895.124.015.940,8.290.033.919.557.220,38.742.585.565.108.800,0
2009-01-26,9.471,9.517,8.801,8.864,5.476.309.589.546.380,886.477.577.414.715,8.316.730.016.322.000,442.085.430.838.455,0
2009-02-02,8.864,908,8.663,8.744,5.279.567.950.198.050,8.848.672.337.594.190,8.336.603.038.818.650,4.502.057.604.102.140,1
2009-02-09,8.748,907,8.638,8.982,5.615.972.569.850.240,8.866.449.359.248.300,8.366.621.502.129.410,44.132.542.225.204.300,1
2009-02-16,8.985,9.009,8.775,8.899,5.469.579.683.664.750,8.870.789.444.681.860,8.391.383.292.728.040,4.324.065.645.793.430,1
2009-02-23,8.896,8.976,8.729,8.857,53.929.708.327.758.500,8.868.950.852.057.610,8.413.039.883.763.950,4.233.440.719.728.580,1
2009-03-02,8.855,9.008,8.812,8.978,55.848.345.016.763.900,8.883.490.738.449.930,8.439.317.098.472.600,4.034.008.512.158.840,1
2009-03-09,8.978,9.316,8.954,9.225,5.955.148.892.238.660,8.929.025.306.656.600,8.475.860.489.241.320,3.925.863.488.099.930,0
2009-03-16,9.229,9.477,9.146,9.412,6.214.046.598.516.510,8.993.421.932.435.720,8.519.401.861.834.740,3.824.215.126.664.930,0
2009-03-23,9.412,9.423,9.158,9.285,5.936.153.608.633.940,9.032.299.008.110.960,8.555.011.077.563.360,38.034.900.072.175.900,0
2009-03-30,9.283,934,8.956,9.087,5.521.570.272.296.380,9.039.592.473.696.160,8.579.754.748.374.370,39.106.121.879.073.600,0
2009-04-06,9.088,911,8.952,8.991,5.327.300.758.263.590,9.033.113.477.203.340,8.598.882.434.496.490,3.795.577.548.736.710,0
2009-04-13,8.992,9.018,8.784,881,49.720.999.651.074.100,9.003.365.013.576.230,8.608.701.856.147.810,3.786.593.891.916.600,1
2009-04-20,8.812,908,8.796,9.021,5.360.456.424.253.290,9.005.716.345.099.400,8.627.878.514.001.400,3.658.753.372.616.340,0
2009-04-27,9.024,9.052,8.882,9.015,5.347.806.931.906.690,9.006.954.165.752.810,8.645.884.164.512.970,35.343.711.612.933.700,0
2009-05-04,8.889,8.977,8.763,896,5.226.064.433.775.400,9.000.693.610.319.100,8.660.494.203.372.830,35.029.546.256.997.400,0
2009-05-11,8.961,9.034,8.865,8.891,5.070.124.899.804.330,8.986.067.795.609.890,8.671.215.403.215.950,34.137.583.334.793.300,0
2009-05-18,8.886,8.892,872,8.804,48.726.982.241.518.400,8.961.792.089.528.570,8.677.391.430.973.350,33.407.901.396.973.900,0
2009-05-25,8.804,882,8.652,8.726,46.961.398.857.302.300,8.930.353.144.258.090,8.679.652.294.649.010,32.674.119.467.981.200,0
2009-06-01,8.726,8.865,8.574,8.739,4.730.411.052.480.440,890.483.939.169.035,8.682.412.653.037.430,3.267.362.042.248.090,0
2009-06-08,8.736,8.791,8.483,8.512,4.217.903.093.014.690,8.852.460.806.131.630,8.674.486.483.128.710,33.733.485.460.331.500,1
2009-06-15,8.513,0.86,8.417,8.459,41.060.468.245.078.900,8.799.999.365.314.080,8.664.463.856.006.440,330.654.802.754.332,1
2009-06-22,8.461,8.598,0.84,8.515,4.278.692.560.315.590,8.761.999.449.938.870,8.657.512.048.750.330,3.216.266.814.401.940,1
2009-06-29,8.515,8.628,8.425,8.567,44.415.118.511.816.000,8.735.999.523.280.350,8.653.302.186.017.760,31.376.599.161.251.900,0
2009-07-06,8.567,867,8.535,8.615,4.594.435.346.690.080,8.719.866.253.509.640,8.651.520.688.993.670,30.092.390.557.895.600,0
2009-07-13,8.614,8.697,8.548,8.634,46.570.955.767.070.100,8.708.417.419.708.350,8.650.705.773.226.530,2.911.411.099.417.180,0
2009-07-20,8.596,8.649,8.572,8.649,4.709.238.032.680.410,8.700.495.097.080.570,8.650.626.434.936.920,27.623.557.192.473.400,1
2009-07-27,8.638,8.642,8.517,8.522,4.324.433.282.735.870,8.676.695.750.803.160,8.644.643.810.056.130,2.713.908.455.468.310,1
2009-08-03,8.508,8.553,8.475,8.506,42.770.165.465.671.400,8.653.936.317.362.740,8.638.195.260.751.200,25.902.981.269.315.100,1
2009-08-10,8.579,8.621,8.574,8.596,46.334.703.084.093.200,8.646.211.475.047.710,8.636.232.690.483.700,24.756.530.136.926.900,1
2009-08-17,8.618,8.698,853,8.682,4.956.717.411.063.320,8.650.983.278.374.680,8.638.361.402.554.220,2.414.266.569.372.840,1
2009-08-24,8.707,8.822,8.705,8.792,5.343.099.495.342.380,8.669.785.507.924.720,8.645.507.383.830.770,2.327.510.485.334.360,1
2009-08-31,8.802,8.812,0.87,8.723,5.080.179.380.255.270,8.676.880.773.534.760,8.649.111.691.559.570,22.700.671.331.273.300,1
2009-09-07,8.776,8.802,8.743,8.751,5.183.749.211.691.160,868.676.333.706.346,8.653.850.682.649.820,216.565.733.572.903,1
2009-09-14,8.823,9.058,8.807,9.047,6.114.873.280.064.900,8.734.794.892.121.660,8.672.136.697.410.300,21.875.576.393.480.200,1
2009-09-21,9.052,9.298,9.002,9.268,663.755.664.925.663,8.805.888.906.505.440,8.699.851.269.623.770,22.109.935.994.925.700,0
2009-09-28,9.205,9.209,9.122,9.162,62.062.733.250.308.100,8.853.370.385.638.050,8.721.346.559.408.710,21.906.426.610.008.900,0
2009-10-05,9.193,9.296,9.182,9.288,6.497.593.361.856.170,8.911.321.000.886.310,8.747.702.533.389.700,2.109.624.436.916.850,0
2009-10-12,9.352,9.353,9.094,9.105,5.800.866.697.750.190,8.937.144.867.434.800,8.764.321.020.208.790,2.201.494.414.459.000,0
2009-10-19,9.122,9.213,9.029,921,6.061.800.593.409.590,897.352.555.177.683,8.785.050.275.082.800,21.636.411.227.504.200,0
2009-10-26,9.206,9.238,891,8.958,5.222.953.305.378.760,8.971.455.478.206.580,8.793.094.448.334.760,2.327.151.720.943.030,1
2009-11-02,8.959,906,8.915,8.937,51.588.853.925.305.400,8.966.861.414.445.700,8.799.787.729.807.560,2.281.894.903.296.890,1
2009-11-09,8.938,9.062,0.89,8.935,5.152.403.084.730.070,8.962.613.225.852.940,8.806.076.672.607.210,2.248.883.457.989.730,1
2009-11-16,8.942,9.017,883,9.008,5.380.563.509.880.040,8.968.664.795.739.220,8.815.468.455.276.640,22.196.068.420.356.300,0
2009-11-23,9.008,9.133,8.978,9.086,5.617.893.785.093.480,8.984.309.489.640.650,8.828.051.317.821.910,21.652.215.310.032.700,0
2009-11-30,9.091,9.152,899,9.024,5.381.232.264.897.230,898.960.155.768.857,8.837.165.210.016.240,2.152.606.041.025.870,0
2009-12-07,9.026,9.092,898,9.011,5.330.526.125.231.600,8.992.454.683.330.090,8.845.250.549.085.250,20.905.125.472.424.700,0
2009-12-14,9.006,9.046,8.843,8.884,48.497.496.761.074.200,8.977.994.058.886.080,8.847.052.849.127.800,2.132.155.008.374.810,0
2009-12-21,8.884,904,886,9.008,529.587.287.405.507,8.981.994.851.034.600,885.453.876.312.186,20.953.346.725.706.000,0
2009-12-28,9.004,9.052,8.813,887,4.797.781.502.062.780,8.967.062.204.229.990,8.855.257.890.418.510,21.684.012.843.993.200,0
2010-01-04,8.866,9.022,8.856,8.991,52.221.067.530.374.100,8.970.253.910.332.650,8.861.571.476.910.670,21.182.956.933.448.100,0
2010-01-11,8.993,9.025,88.096,8.822,4.651.438.645.434.230,8.950.486.722.288.300,885.973.094.310.088,2.179.071.440.920.600,0
2010-01-18,882,8.832,8.648,878,4.519.262.615.035.070,892.775.515.931.653,88.560.225.271.427,21.827.935.834.153.900,1
2010-01-25,8.782,8.793,0.86,8.684,4.223.817.267.611.470,889.525.447.140.766,8.848.021.479.368.620,22.080.349.708.086.500,1
2010-02-01,8.684,877,8.681,8.742,4.459.485.537.227.570,8.874.820.541.886.630,884.309.024.777.008,2.109.434.617.156.340,1
2010-02-08,8.745,884,8.521,8.694,4.303.015.555.310.780,8.850.711.136.301.750,8.836.155.817.641.230,2.231.660.640.354.180,1
2010-02-15,869,8.814,8.662,8.811,4.783.475.140.195.460,8.845.416.318.128.180,8.834.985.779.611.410,21.679.617.109.628.400,1
2010-02-22,8.808,8.998,8.749,8.982,53.947.791.224.488.400,8.863.627.475.711.090,8.841.823.650.327.160,21.727.966.906.735.400,1
2010-03-01,8.982,9.127,8.966,90.022,5.462.424.749.419.180,8.882.103.812.282.940,8.849.283.015.428.220,2.140.816.200.350.920,0
2010-03-08,90.041,9.131,8.994,9.061,5.662.168.227.099.590,8.905.956.637.311.880,8.859.130.317.036.210,20.829.987.448.908.800,0
2010-03-15,9.063,9.127,8.915,9.011,54.427.636.885.909.300,8.919.962.419.003.630,8.866.194.023.220.570,21.129.942.067.388.400,0
2010-03-22,9.011,90.444,889,9.015,54.579.269.152.526.400,8.932.634.096.469.810,8.873.115.231.442.870,2.083.531.260.280.550,0
2010-03-29,9.012,9.015,882,8.836,47.036.919.341.667.000,8.919.749.550.273.840,8.871.388.941.608.320,21.315.353.266.553.900,0
2010-04-05,8.837,886,8.706,8.836,47.036.919.341.667.000,8.908.582.943.570.660,8.869.742.944.324.210,21.037.735.231.055.700,0
2010-04-12,8.839,8.863,8.727,882,4.637.260.026.733.440,8.896.771.884.427.900,886.742.931.900.681,20.671.870.509.563.500,0
2010-04-19,882,884,8.606,8.686,4.113.300.448.123.220,8.868.668.966.504.180,8.858.990.746.029.740,21.415.715.540.825.600,0
2010-04-26,8.686,8.732,8.602,8.704,4.207.971.974.652.480,8.846.713.104.303.620,8.851.781.874.121.380,20.911.729.971.761.300,0
2010-05-03,8.702,8.801,8.429,8.716,4.274.084.819.303.090,8.829.284.690.396.470,8.845.466.438.115.740,22.439.881.250.940.300,0
2010-05-10,8.714,875,8.446,8.502,3.505.600.772.820.630,8.785.646.731.676.940,8.829.491.254.947.560,2.391.553.302.400.730,0
2010-05-17,8.508,877,8.494,86.661,434.522.765.702.536,8.769.707.167.453.350,8.821.891.661.694.190,24.061.640.868.370.700,0
2010-05-24,86.661,8.668,842,8.495,3.794.399.070.675.080,8.733.079.545.126.240,8.806.687.398.359.570,24.878.227.672.429.500,0
2010-05-31,8.494,8.522,8.251,8.277,3.232.196.465.128.590,8.672.268.939.109.400,8.782.050.775.180.060,26.048.318.688.661.800,0
2010-06-07,8.281,83.338,821,8.325,34.619.016.126.841.100,8.625.966.413.894.820,8.760.792.599.590.290,2.511.046.880.496.520,1
2010-06-14,8.328,8.396,8.261,8.362,3.641.066.314.327.810,8.590.770.892.042.170,8.742.244.106.586.090,2.436.686.785.814.540,1
2010-06-21,836,8.378,818,8.226,32.847.577.860.066.500,8.542.134.773.103.220,8.718.232.752.791.390,24.719.745.210.200.700,1
2010-06-28,8.226,8.297,80.677,8.264,34.768.390.884.933.600,8.505.050.136.689.450,8.697.105.648.010.390,2.483.041.862.543.600,1
2010-07-05,8.262,8.397,82.514,83.889,4.076.574.717.115.860,848.956.345.179.753,8.682.770.501.591.300,2.395.326.420.940.460,0
2010-07-12,839,8.461,8.316,8.429,42.590.695.861.684.400,8.481.488.324.891.190,8.670.967.222.447.520,2.336.525.257.733.980,0
2010-07-19,8.428,853,8.317,8.354,4.010.214.284.444.370,8.464.489.881.572.360,865.622.456.093.834,237.122.873.701.834,0
2010-07-26,8.355,84.139,0.83,8.315,3.883.155.422.169.920,8.444.557.897.362.710,8.640.353.651.127.250,23.100.264.865.360.800,0
2010-08-02,8.314,83.352,8.252,8.292,38.065.573.788.969.600,8.424.216.844.381.020,8.624.151.155.725.980,22.226.441.411.870.100,1
2010-08-09,8.314,836,8.181,8.228,3.594.105.514.654.620,8.398.054.598.463.550,8.605.725.520.575.940,22.353.301.257.326.500,0
2010-08-16,8.184,82.808,817,8.221,357.063.211.345.003,8.374.447.318.668.410,8.587.831.310.316.590,2.173.700.206.516.990,1
2010-08-23,81.746,8.234,8.141,8.187,34.526.796.424.465.400,8.349.454.342.845.950,8.569.187.993.557.680,210.795.740.783.377,1
2010-08-30,821,8.346,816,8.327,42.892.271.758.039.700,8.346.460.430.466.490,8.557.923.435.717.790,20.840.297.043.452.100,1
2010-09-06,8.344,83.885,8.202,82.261,3.902.246.283.807.140,8.330.412.373.070.960,8.542.489.787.544.870,2.120.847.924.160.150,1
2010-09-13,8.273,0.84,827,8.366,46.261.888.370.855.200,8.335.157.389.994.830,8.534.280.960.217.200,20.849.014.071.935.600,1
2010-09-20,8.334,8.575,8.332,84.933,51.862.242.074.503.900,8.356.243.071.328.850,853.237.486.904.431,2.111.325.626.784.450,1
2010-09-27,8.515,87.025,8.465,8.666,5.822.312.781.318.350,8.397.543.995.151.670,8.538.589.991.414.340,21.172.033.999.669.400,1
2010-10-04,87.098,8.804,8.625,87.695,615.060.243.695.311,8.447.138.129.131.450,8.549.329.991.813.670,2.088.569.153.099.420,0
2010-10-11,87.645,8.836,86.978,8.789,6.211.014.431.292.220,8.492.719.711.913.920,85.604.774.340.549,20.473.984.806.118.900,0
2010-10-18,8.736,8.907,8.703,8.854,6.413.090.222.332.520,854.089.041.699.207,8.574.129.646.424.430,2.051.773.275.995.290,0
2010-10-25,88.883,8.939,8.668,8.732,5.789.027.674.919.030,856.637.169.472.646,8.581.472.453.567.480,215.351.750.223.816,0
2010-11-01,8.705,88.157,8.652,8.741,5.821.332.393.219.590,8.589.655.468.762.930,858.889.233.944.807,2.131.406.122.085.300,0
2010-11-08,86.842,86.901,845,84.571,46.178.693.039.523.700,8.571.981.406.261.200,8.582.762.463.194.670,22.913.804.619.864.500,0
2010-11-15,8.484,857,8.454,8.507,4.820.550.660.788.100,8.563.317.218.759.710,8.579.238.627.697.240,22.126.285.761.797.300,0
2010-11-22,8.587,8.595,842,8.464,465.777.456.718.451,8.550.074.922.925.080,857.387.869.152.528,2.212.705.972.085.910,1
2010-11-29,8.488,8.524,8.332,8.474,4.702.574.264.045.600,8.539.931.599.868.400,856.923.317.098.922,22.140.704.636.076.500,1
2010-12-06,8.506,8.509,8.356,8.393,43.820.231.884.874.800,8.520.340.719.885.950,8.561.036.279.315.300,22.059.746.252.144.300,1
2010-12-13,8.356,855,8.346,8.469,4.744.038.553.270.410,8.513.495.290.567.820,8.556.755.522.137.840,22.020.788.875.606.900,0
2010-12-20,8.484,8.523,8.447,84.954,486.775.556.223.663,8.511.082.585.158.780,8.553.901.776.922.130,21.023.333.575.798.100,0
2010-12-27,84.854,864,8.484,8.614,5.392.456.814.627.990,8.524.804.907.137.610,8.556.697.043.111.800,20.546.462.277.172.200,1
2011-01-03,8.576,86.355,83.388,0.84,4.498.723.688.326.600,8.508.164.252.852.590,8.549.408.808.548.460,22.087.873.628.591.000,1
2011-01-10,82.953,84.943,82.856,8.426,4.615.488.437.707.750,8.497.209.019.138.910,8.543.668.863.964.810,2.221.606.422.503.590,1
2011-01-17,8.423,8.524,83.319,8.464,47.895.560.426.911.900,8.492.781.149.920.390,8.539.963.335.408.300,2.215.773.733.359.760,0
2011-01-24,85.139,867,84.926,8.616,5.426.453.369.494.140,8.509.210.329.931.000,8.543.499.924.459.080,21.919.851.391.849.100,0
2011-01-31,8.575,8.618,8.422,8.443,4.719.376.654.700.800,8.500.382.285.940.200,8.538.825.509.367.960,2.242.938.964.398.430,1
2011-02-07,84.294,8.525,8.387,8.449,4.744.951.734.641.380,8.493.531.314.481.510,8.534.647.578.699.680,21.979.163.873.443.000,1
2011-02-14,84.405,84.477,8.357,842,4.628.275.490.354.380,8.483.727.139.217.310,8.529.315.133.178.770,21.259.971.346.855.800,1
2011-02-21,84.372,8.591,8.383,856,5.237.155.562.046.620,8.493.896.853.988.330,8.530.742.336.286.730,2.115.417.609.835.470,1
2011-02-28,85.302,8.601,8.465,8.574,5.294.593.633.235.700,850.457.727.345.656,8.532.754.320.645.490,20.744.082.743.717.800,1
2011-03-07,8.601,8.641,8.533,85.898,5.362.564.848.507.640,8.515.940.303.662.350,853.540.760.805.733,20.125.006.658.896.700,1
2011-03-14,8.668,8.758,86.252,869,5.778.992.308.996.020,8.539.148.263.174.030,8.542.597.951.868.610,1.985.457.149.910.970,1
2011-03-21,87.339,8.809,8.653,8.789,6.147.120.513.254.470,8.572.461.828.084.160,8.554.058.512.246.820,19.496.537.410.841.600,1
2011-03-28,876,885,875,8.829,6.287.985.198.200.910,8.606.666.917.672.940,8.566.846.488.421.380,18.830.929.525.674.600,1
2011-04-04,8.822,88.396,8.714,8.762,589.894.830.507.881,8.627.377.995.316.550,8.575.923.395.936.670,18.643.473.425.574.300,1
2011-04-11,8.832,89.222,8.792,8.876,6.316.538.371.888.970,8.660.527.595.941.010,8.589.880.447.288.450,1.837.864.131.215.370,0
2011-04-18,8.834,8.877,8.743,88.127,5.954.005.265.530.790,8.680.817.249.815.540,8.600.244.147.414.570,1.827.455.720.337.690,1
2011-04-25,8.808,89.356,8.806,89.142,63.188.431.064.407.900,8.711.934.949.840.130,8.614.846.745.209.240,17.814.485.984.325.100,0
2011-05-02,8.864,90.407,8.815,8.874,6.084.815.717.194.770,8.733.543.623.194.780,8.626.900.384.966.950,18.433.663.209.529.600,0
2011-05-09,8.774,882,86.737,8.743,53.849.129.243.014.700,8.734.804.473.435.480,8.632.300.367.061.510,19.009.854.864.934.900,1
2011-05-16,87.002,884,868,882,5.698.134.209.162.280,8.746.163.876.977.410,8.641.030.582.547.020,18.793.659.654.143.400,0
2011-05-23,0.87,87.509,8.612,86.252,48.089.278.857.691.400,8.730.035.360.047.090,8.640.294.276.382.040,1.956.791.905.400.190,1
2011-05-30,8.659,89.188,8.656,88.512,56.559.077.367.813.800,8.746.190.645.374.140,8.650.103.844.922.410,200.755.975.018.683,1
